#Item	Label	Description	Site on enwiki
Q4496900	Grantham railway station		Grantham railway station
Q5596617	Grantham Ambergate Yard railway station		Grantham Ambergate Yard railway station
Q5599800	Great Ponton railway station		Great Ponton railway station
