#Item	Label	Description	Site on enwiki
Q4496900	Grantham railway station		Grantham railway station
Q5259633	Denton railway station		Denton railway station (Lincolnshire)
Q5596617	Grantham Ambergate Yard railway station		Grantham Ambergate Yard railway station
Q7445220	Sedgebrook railway station		Sedgebrook railway station
