#Item	Label	Description	Site on enwiki
Q2661650	Stamford railway station		Stamford railway station
Q4861384	Barnack railway station		Barnack railway station
Q7597388	Stamford East railway station		Stamford East railway station
Q7877522	Uffington and Barnack railway station		Uffington and Barnack railway station
Q7877527	Ufford Bridge railway station		Ufford Bridge railway station
