#Item	Label	Description	Site on enwiki
Q2661650	Stamford railway station		Stamford railway station
Q6395574	Ketton and Collyweston railway station		Ketton and Collyweston railway station
Q7385059	Ryhall railway station		Ryhall railway station
Q7597388	Stamford East railway station		Stamford East railway station
Q7877522	Uffington and Barnack railway station		Uffington and Barnack railway station
