#Item	Label	Description	Site on enwiki
Q2192212	North Berwick railway station		North Berwick railway station
Q5280904	Dirleton railway station		Dirleton railway station
Q8021293	Williamstown (East Lothian) railway station		Williamstown (East Lothian) railway station
