#Item	Label	Description	Site on enwiki
Q3088356	Cambridge railway station	station in Cambridge, UK	Cambridge railway station
Q5025527	Cambridge Science Park railway station		Cambridge North railway station
Q5092541	Cherryhinton railway station		Cherryhinton railway station
