#Item	Label	Description	Site on enwiki
Q2232337	Berwick-upon-Tweed railway station		Berwick-upon-Tweed railway station
Q4700587	Akeld railway station		Akeld railway station
Q4831746	Ayton railway station		Ayton railway station
Q5142567	Coldstream railway station		Coldstream railway station
Q7857493	Tweedmouth railway station		Tweedmouth railway station
Q7919401	Velvet Hall railway station		Velvet Hall railway station
